AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time Elapsed(s)
0.1122,0.9716,-0.3329,0.1049,0.158,-0.0707,4.9175,5.3113,-3.885,0,0,0,0.0
0.1057,0.9653,-0.3362,0.1049,0.158,-0.0707,4.9175,5.3113,-3.885,0,0,0,0.0
0.0937,0.9586,-0.3353,0.1049,0.1591,-0.0755,4.6112,6.0637,-3.2462,0,0,0,0.014999999992141966
0.0877,0.955,-0.3346,0.1037,0.1591,-0.0755,4.3925,5.3463,-3.9288,0,0,0,0.030999999995401595
0.086,0.9598,-0.3338,0.1037,0.1591,-0.0755,4.9963,5.1275,-4.0862,0,0,0,0.030999999995401595
0.0875,0.9645,-0.3329,0.1031,0.1577,-0.0682,4.9963,5.1275,-4.0862,0,0,0,0.030999999995401595
0.0875,0.9645,-0.3329,0.1031,0.1577,-0.0682,4.3137,5.0487,-3.8588,0,0,0,0.046999999998661224
0.0908,0.9634,-0.3304,0.103,0.1597,-0.0711,3.9113,5.0138,-3.885,0,0,0,0.046999999998661224
0.0907,0.9643,-0.3335,0.103,0.1597,-0.0711,2.9137,5.075,-3.7975,0,0,0,0.06199999999807915
0.088,0.9719,-0.3342,0.103,0.1597,-0.0711,2.9137,5.075,-3.7975,0,0,0,0.06199999999807915
0.0872,0.9732,-0.3296,0.1012,0.158,-0.0715,2.2225,4.2613,-3.9638,0,0,0,0.07800000000133878
0.0872,0.9732,-0.3295,0.1012,0.158,-0.0715,1.47,3.7187,-4.2525,0,0,0,0.07800000000133878
0.0854,0.9713,-0.3295,0.1018,0.1594,-0.0742,0.6037,3.2025,-4.5675,0,0,0,0.09299999999348074
0.0853,0.9694,-0.3304,0.1018,0.1594,-0.0742,0.6037,3.2025,-4.5675,0,0,0,0.09299999999348074
0.0875,0.9676,-0.3201,0.1018,0.1594,-0.0742,-0.3938,2.4675,-4.4975,0,0,0,0.10899999999674037
0.0919,0.9678,-0.3186,0.1013,0.1586,-0.0635,-1.47,2.0475,-4.8038,0,0,0,0.10899999999674037
0.0935,0.9686,-0.3242,0.1013,0.1586,-0.0635,-1.47,2.0475,-4.865,0,0,0,0.125
0.0935,0.9686,-0.3242,0.1026,0.159,-0.0734,-3.0363,2.205,-4.865,0,0,0,0.125
0.0892,0.9682,-0.3196,0.1026,0.159,-0.0734,-3.4213,1.9775,-5.0312,0,0,0,0.13999999999941792
0.0879,0.9667,-0.3193,0.1026,0.159,-0.0734,-4.5763,1.8637,-5.4775,0,0,0,0.13999999999941792
0.0864,0.9665,-0.3209,0.1008,0.1586,-0.0699,-4.5763,1.8637,-5.4775,0,0,0,0.1559999999954016
0.0863,0.9678,-0.3138,0.1008,0.1586,-0.0699,-4.9612,1.1638,-5.8275,0,0,0,0.17099999999481952
0.0863,0.9678,-0.2982,0.1002,0.1593,-0.073,-4.725,0.1838,-6.2387,0,0,0,0.17099999999481952
0.0886,0.9651,-0.3095,0.1002,0.1593,-0.073,-5.0312,-0.105,-7.0087,0,0,0,0.18699999999807915
0.0885,0.9623,-0.3104,0.1002,0.1583,-0.0684,-5.0312,-0.105,-7.0087,0,0,0,0.18699999999807915
0.0859,0.9624,-0.306,0.1017,0.1583,-0.0684,-5.2762,-0.175,-7.4988,0,0,0,0.20299999999406282
